id_cliente,nombre_cliente,direccion,comuna,tipo_cliente,fecha_alta_contrato
CL-00754,Javiera Ignacia Montecinos Fernández,Eliodoro Yáñez 38,Talcahuano,Residencial,2015-08-28
CL-00755,Jaime Reyes Hernández,Alonso de Ribera 9707 Of. 2668,Concepción,Comercial,2025-07-10
CL-00756,José Manuel Morán Oyarzún,Michimalonco 38,Chiguayante,Residencial,2024-06-06
CL-00757,Guillermo Jaime Mansilla Díaz,Lautaro 321,Hualpén,Residencial,2013-02-04
CL-00758,Michael Lukas Vergara Pineda,Avenida Martina Martínez 6,Talcahuano,Residencial,2014-08-27
CL-00759,Jorge Quinteros Venegas,Los Aromos 714,San Pedro de la Paz,Residencial,2025-05-09
CL-00760,Luis Juan Álvarez Benítez,Calle Diego Barros Arana 3,Chiguayante,Residencial,2016-10-31
CL-00761,Angelina Huerta,Paula Navarro 908 Of. 7439,Concepción,Residencial,2020-08-12
CL-00762,Estefany Poblete Córdova,Calle Paul Monsalve 49,Concepción,Residencial,2024-12-28
CL-00763,Jessica Henríquez,Renata Valenzuela 3 Piso 99,Concepción,Comercial,2023-08-06
CL-00764,Rosa María Ulloa Droguett,Calle Manuel Montt 1,Chiguayante,Residencial,2015-03-10
CL-00765,Elizabeth Edita Lagos González,Calle Diego Barros Arana 86 Piso 7,Concepción,Residencial,2022-07-25
CL-00766,María Beatriz Faúndez Díaz,Pasaje Los Aromos 219,Hualpén,Residencial,2018-09-15
CL-00767,Cecilia Danae Sánchez Benítez,Las Hortensias 368 Of. 9963,Chiguayante,Residencial,2022-06-07
CL-00768,Victoria Fuentes,Los Aromos 9085,San Pedro de la Paz,Residencial,2012-12-22
CL-00769,Javiera Fuentes,Ramón Picarte 135,Talcahuano,Residencial,2011-08-12
CL-00770,Carlos Rodríguez Gamboa,Avenida Los Alerces 76 Of. 895,Chiguayante,Residencial,2025-02-04
CL-00771,Julia Baeza Sanhueza,Calle Paula Jaraquemada 65,Concepción,Residencial,2025-04-07
CL-00772,Andrés Alejandro Alvarez Brito,Calle Los Girasoles 496 Dpto. 359,Chiguayante,Residencial,2017-04-21
CL-00773,Deyanira Celeste Vásquez Espinoza,Franco Arce 43,Concepción,Residencial,2019-02-13
CL-00774,Irene Josefa Sanhueza Cárdenas,Gabriela Mistral 6528,Talcahuano,Residencial,2012-05-13
CL-00775,Carlos Quintanilla Aguirre,Pasaje Miguel Hernández 469 Of. 9352,Chiguayante,Comercial,2015-05-07
CL-00776,José Castillo Pinto,Luis Ahumada 907,Concepción,Residencial,2025-02-22
CL-00777,Cristian Guerrero Reyes,Pedro Aguirre Cerda 5574 Dpto. 203,Concepción,Residencial,2022-03-05
CL-00778,Rodrigo Vidal Castillo,Las Hortensias 903,Chiguayante,Residencial,2018-05-05
CL-00779,Georgina Margarita Torres López,Constanza Pardo 5536 Dpto. 2654,Chiguayante,Residencial,2019-01-18
CL-00780,Ana Juana Reyes Garrido,Calle Barros Arana 836,Hualpén,Residencial,2011-08-25
CL-00781,Leónidas Carlos Plaza Torres,Avda. Natalia Cortés 2942,Hualpén,Residencial,2017-03-31
CL-00782,Leslie Lagos-Moraga,Calle Juan Mackenna 298 Of. 898,Talcahuano,Residencial,2014-03-25
CL-00783,Elena Maite Campos Gajardo,Los Cactus 9238,Concepción,Residencial,2021-08-14
CL-00784,Mario Osorio,Colo Colo 78 Piso 90,Talcahuano,Residencial,2013-03-30
CL-00785,Rodrigo Marcelo Quispe Castro,Las Azucenas 342 Piso 55,Concepción,Residencial,2023-09-21
CL-00786,Eugenio Piero Fuentes Venegas,Katherine Riquelme 59 Dpto. 282,San Pedro de la Paz,Residencial,2020-10-09
CL-00787,Johanna Cecilia Catalán Ruiz,Arturo Prat 10 Dpto. 424,Hualpén,Industrial,2013-07-01
CL-00788,Mónica Fernández,Calle Geraldine Aranda 65,Talcahuano,Residencial,2013-07-16
CL-00789,Camila Pilar Núñez Osorio,Calle Isidora Muñoz 2682,Talcahuano,Residencial,2013-08-12
CL-00790,María Martínez,Calle Los Girasoles 866 Dpto. 8573,San Pedro de la Paz,Residencial,2013-12-27
CL-00791,Sebastián Cristian Ríos Sánchez,Avda. Luis Marchant 3 Piso 4,Concepción,Residencial,2013-09-16
CL-00792,Rodrigo Toledo,Francisco Román 31,Hualpén,Residencial,2011-09-22
CL-00793,Patricia María Lobos Ponce,Calle Ramón Barros Luco 50,Talcahuano,Residencial,2015-06-05
CL-00794,María Hernández Rodríguez,Calle Arturo Prat 8364,Hualpén,Residencial,2016-02-11
CL-00795,David González,Avda. Gabriela González 2768,Concepción,Residencial,2013-09-19
CL-00796,Juan Vargas Sepúlveda,Avda. Heriberto Jiménez 8584 Dpto. 362,San Pedro de la Paz,Residencial,2014-03-27
CL-00797,Fernanda Valenzuela,Alfonso Candia 96,San Pedro de la Paz,Residencial,2025-07-15
CL-00798,Luis Santana Muñoz,Calle Pedro Aguirre Cerda 81,Hualpén,Residencial,2019-10-25
CL-00799,Verónica Aravena,Calle Domingo Santa María 339,Hualpén,Residencial,2015-09-13
CL-00800,Margarita Silvia Badilla Aguirre,Esmeralda 7993,San Pedro de la Paz,Residencial,2011-07-23
CL-00801,César Inostroza Poblete,Avda. José Miguel Carrera 938,Chiguayante,Residencial,2012-10-30
CL-00802,Fernanda Vergara Ortega,Av. Verónica Riquelme 9,Concepción,Residencial,2021-09-15
CL-00803,Emilia Valentina Tapia González,Las Rosas 8617,Hualpén,Residencial,2019-04-19
CL-00804,Alejandra Pizarro,Calle Paula Valenzuela 8544 Of. 8121,Hualpén,Residencial,2017-11-14
CL-00805,Johnny Aravena,Patricia Díaz 9397,Talcahuano,Comercial,2022-10-10
CL-00806,Sebastián Francisco González Miranda,Calle José Miguel Carrera 488 Dpto. 20,Chiguayante,Residencial,2014-09-25
CL-00807,Daniel Martínez Urrutia,Aníbal Pinto Garmendia 8048 Of. 9786,San Pedro de la Paz,Residencial,2023-12-31
CL-00808,Cristian Patricio Gutiérrez Baeza,Caupolicán 738,San Pedro de la Paz,Residencial,2012-12-18
CL-00809,Irma Fernández,Calle Manuel Rodríguez 6619,Talcahuano,Residencial,2013-02-26
CL-00810,Pamela Padilla,Los Piñones 2239,Concepción,Residencial,2014-12-27
CL-00811,Hugo Marco Sánchez Marín,Avenida Carlos Bernal 15,San Pedro de la Paz,Residencial,2020-11-16
CL-00812,José Gabriel Flores Rodríguez,Calle Los Naranjos 183,Chiguayante,Comercial,2023-02-07
CL-00813,Alexis Reyes Sepúlveda,Calle Los Copihues 2971,Concepción,Residencial,2024-10-11
CL-00814,Fernanda Marina Saldaña Henríquez,Aníbal Pinto Garmendia 41,San Pedro de la Paz,Residencial,2015-12-10
CL-00815,Paloma Nathalie Rojas Carrillo,Av. Manuel Rodríguez 220,San Pedro de la Paz,Industrial,2016-01-01
CL-00816,Jorge Leandro Rosales Aguayo,Calle Manuel Antonio Matta 1201,Talcahuano,Residencial,2022-06-15
CL-00817,Víctor Rebolledo Parra,Avda. Iván Belmar 43 Of. 530,Hualpén,Residencial,2017-09-28
CL-00818,Gabriela Jennifer Maldonado Quiñones,José Victorino Lastarria 527 Of. 512,Talcahuano,Residencial,2013-07-30
CL-00819,Felipe García Troncoso,Calle Pedro Aguirre Cerda 125,Concepción,Residencial,2022-04-07
CL-00820,Roberto Castro,Calle Sebastián Silva 49 Of. 755,Talcahuano,Residencial,2018-12-20
CL-00821,Damaris Stephanie Espinoza Contreras,Avda. Maite Vergara 89,Chiguayante,Comercial,2013-05-18
CL-00822,Camila Juana Contreras Arenas,Calle Manuel Rodríguez 9365,Concepción,Residencial,2023-02-05
CL-00823,Gaspar Mario San Martín Miranda,Rodrigo Tapia 13 Piso 1,Talcahuano,Residencial,2022-08-15
CL-00824,Juan Bastián Letelier Olate,Camino Fidel Romero 427,Talcahuano,Residencial,2017-08-26
CL-00825,Fabiola Mariana Opazo Silva,Calle Las Hortensias 771 Piso 9,Talcahuano,Residencial,2013-03-09
CL-00826,Bruno Riveros-Plaza Guzmán,Calle Colomba Carvajal 61 Piso 4,San Pedro de la Paz,Comercial,2021-05-05
CL-00827,Rodrigo López Valderrama,Avda. Johana Muñoz 7095,Talcahuano,Residencial,2020-11-05
CL-00828,Sandra Maritza Flores Flores,Guadalupe Delgado 249 Piso 67,Talcahuano,Residencial,2024-12-05
CL-00829,Pedro Avendaño Lorca,Diego Barros Arana 8124 Piso 0,Chiguayante,Residencial,2019-05-01
CL-00830,Carolina Fernanda Vargas Bravo,Juan Contreras 11,Talcahuano,Residencial,2012-02-11
CL-00831,Héctor Flores González,Av. Lautaro 831,Concepción,Residencial,2022-03-02
CL-00832,Constanza Moraga Correa,Avda. Los Piñones 168 Of. 2088,Talcahuano,Residencial,2018-11-17
CL-00833,Sara Victoria Ramos Cabrera,Calle Wilson Rodríguez 4071,Concepción,Residencial,2011-12-13
CL-00834,Luis Bustos Díaz,Manuel Montt 2735,Concepción,Residencial,2024-07-05
CL-00835,Mabel Javiera Escobar Soto,Calle Los Girasoles 8,Talcahuano,Residencial,2011-10-12
CL-00836,Romina Pino,Av. Patricia Retamal 6962 Of. 8857,Talcahuano,Residencial,2012-07-23
CL-00837,Emilia Cristina Díaz Collao,Los Cactus 4805 Of. 739,San Pedro de la Paz,Residencial,2024-01-25
CL-00838,Aarón Juan Arévalo Rojas,Av. Los Calafates 621 Of. 418,Talcahuano,Residencial,2012-12-21
CL-00839,Pamela Bravo,Calle Los Copihues 561 Piso 9,Hualpén,Residencial,2015-07-27
CL-00840,Carmen Muñoz,Calle Pedro Montt 114,Hualpén,Residencial,2023-09-03
CL-00841,Ulises Danny Soto Valencia,Calle Las Azucenas 28,Concepción,Residencial,2024-09-28
CL-00842,Sara Francisca Méndez Torres,María Valenzuela 2 Piso 2,Hualpén,Residencial,2014-12-08
CL-00843,Ana Fabiola Figueroa Navarro,Cristina Muñoz 797 Of. 487,Concepción,Residencial,2012-08-14
CL-00844,Camila Torres,Las Lilas 716,San Pedro de la Paz,Residencial,2016-03-14
CL-00845,Carlos Ronaldo Parra Rivera,Calle Los Carrera 8740 Piso 49,Concepción,Comercial,2022-03-02
CL-00846,Benjamín Miranda-Baeza,Avda. Claudio Castillo 589,Talcahuano,Residencial,2022-07-21
CL-00847,Tomás Poblete Castillo,Natalia González 34,Concepción,Residencial,2018-09-08
CL-00848,Valentina Lucero,Calle Fernando Moreno 38 Dpto. 16,San Pedro de la Paz,Residencial,2024-03-24
CL-00849,Alexis Jhonatan San Martín Lagos,Calle Las Azucenas 41,Talcahuano,Residencial,2024-07-22
CL-00850,Marcela Sofía Quintana González,Luisa San Martín 89 Dpto. 1911,Hualpén,Residencial,2015-03-20
CL-00851,Margarita Paredes Sáez,Psje. Matta 8221,Concepción,Residencial,2018-02-10
CL-00852,María Florencia López Bravo,Jaime Bernal 678 Piso 0,Chiguayante,Comercial,2017-04-12
CL-00853,Pilar María Ortiz Zepeda,Calle Arturo Prat 371,Concepción,Residencial,2017-11-23
CL-00854,Nataly Hernández Jaramillo,Pedro de Valdivia 3611,San Pedro de la Paz,Comercial,2021-10-18
CL-00855,Dina San Martín Gómez,Carmen Hernández 388 Piso 16,Concepción,Residencial,2020-05-05
CL-00856,María Rojas Rebolledo,Calle Manuel Rodríguez 2196 Piso 6,Concepción,Residencial,2019-04-01
CL-00857,Pablo Mellado,Bastián Torres 6883 Of. 2657,Concepción,Comercial,2013-12-29
CL-00858,Magdalena Eliana González Carreño,Avenida Las Hortensias 74,Talcahuano,Residencial,2020-07-09
CL-00859,José Marcelo Sepúlveda Cárdenas,Víctor Vargas 804 Of. 2421,Hualpén,Residencial,2020-12-22
CL-00860,Antonio Sergio Saavedra San Martín,Miguel Vega 7593,Concepción,Residencial,2024-07-04
CL-00861,Sandra Gloria López Pérez,Joaquín González 4 Piso 98,Chiguayante,Residencial,2014-08-31
CL-00862,Gloria María Cárdenas Suárez,María Alarcón 7,Talcahuano,Residencial,2016-12-08
CL-00863,Gabriel Alejandro Lara Ramírez,Camino Emilio Saavedra 260 Dpto. 41,Talcahuano,Residencial,2022-02-14
CL-00864,Francisca Díaz Carreño,Caupolicán 3,Talcahuano,Residencial,2018-07-04
CL-00865,Juan Cifuentes,Benjamín Vicuña Mackenna 3605,Talcahuano,Residencial,2024-04-25
CL-00866,Benjamín Julio González Tapia,Pasaje Manuel Rodríguez 165,Talcahuano,Residencial,2020-07-13
CL-00867,Magali Parra Morales,Los Alerces 5472,Concepción,Residencial,2025-02-02
CL-00868,Manuel Miranda,Ana Cortés 1344,Concepción,Residencial,2020-12-20
CL-00869,Ana Rojas,Antonio Varas 27 Of. 924,San Pedro de la Paz,Residencial,2014-09-21
CL-00870,Lissette Cancino,Manuel Rodríguez 7174,San Pedro de la Paz,Residencial,2019-05-10
CL-00871,Luis Peña González,Av. Evelyn Vicencio 748,Talcahuano,Residencial,2022-05-12
CL-00872,Manuel Mauricio Castro Escobar,Paula Hidalgo 586,Concepción,Residencial,2020-11-19
CL-00873,Maritza María Acevedo Ponce,Gabriela Mistral 2501,Hualpén,Residencial,2012-11-25
CL-00874,Sebastián Elías Hidalgo Rojas,Karla Rojas 475,Talcahuano,Residencial,2023-01-27
CL-00875,Andrea Carmen Rubilar Villalobos,Calle Arturo Prat 9039 Of. 7634,Concepción,Residencial,2020-03-23
CL-00876,Melissa Lidia Reyes Molina,Calle Raúl Carrasco 167 Dpto. 3909,Concepción,Residencial,2024-03-16
CL-00877,Elizabeth Melissa Palma Flores,Calle Jairo Moyano 748 Piso 17,Chiguayante,Residencial,2017-10-06
CL-00878,Petronila María Valenzuela Carvajal,Eusebio Lillo 6456 Piso 97,Hualpén,Residencial,2024-07-29
CL-00879,Carlos Rodrigo Rivera Méndez,Silvia Bascuñán 43,Concepción,Residencial,2024-03-11
CL-00880,Oscar Cristopher Méndez-Mondaca Aedo,Camilo Henríquez 55,Concepción,Residencial,2023-01-17
CL-00881,Olga Margarita Sepúlveda Brito,Camilo Henríquez 55 Dpto. 616,Concepción,Residencial,2017-03-04
CL-00882,Mónica Digna Arias Méndez,Avenida Caupolicán 3212,Hualpén,Residencial,2019-08-07
CL-00883,Carlos Eusebio Oyarce Carrasco,Psje. Humberto Gallardo 57 Piso 22,Concepción,Comercial,2016-01-02
CL-00884,Claudia Sonia Véliz Cartes,Calle Esmeralda 21 Piso 98,Concepción,Residencial,2016-03-09
CL-00885,Roberto López Olmedo,Calle Los Alerces 917 Piso 97,Chiguayante,Residencial,2016-01-24
CL-00886,Margot Carmela Cortés Sáez,Av. Camila San Martín 17,Concepción,Residencial,2016-05-12
CL-00887,Elizabeth Carola Lobos Gaete,Los Higos 7 Piso 22,Hualpén,Residencial,2018-06-10
CL-00888,Pamela Natalia Saldivia Arellano,Pasaje Aníbal Pinto Garmendia 637,Concepción,Residencial,2016-09-30
CL-00889,Amelia Ana Flores Solís,Juan Mackenna 18,Concepción,Residencial,2019-07-20
CL-00890,Maite Daniela Reyes Barría,Diego Peralta 5482 Dpto. 518,Concepción,Residencial,2021-04-23
CL-00891,Mario Cárdenas Cerda,Calle Las Maravillas 54 Of. 8543,Chiguayante,Residencial,2011-10-31
CL-00892,Ámbar Nicole López Ramírez,Calle Diego Portales 57,Chiguayante,Residencial,2022-03-04
CL-00893,José Sánchez Zúñiga,Marcia Villablanca 463 Of. 842,Chiguayante,Residencial,2014-02-24
CL-00894,Violeta Díaz-Bernal Alvarez,Av. Olga Vera 1175,Talcahuano,Residencial,2024-01-25
CL-00895,Verónica Gabriela Valenzuela Orellana,Avenida Los Carrera 64,Hualpén,Comercial,2011-07-20
CL-00896,Héctor Herrera Arias,Calle Los Copihues 6,Concepción,Residencial,2017-05-28
CL-00897,Sara Verdugo Fuenzalida,Avenida Los Palmitos 1340,Concepción,Residencial,2025-01-16
CL-00898,Judith María Olmedo Lagos,Juan Segovia 984,San Pedro de la Paz,Residencial,2019-06-21
CL-00899,Gabriel Lagos Osorio,Juan Mackenna 5454,Concepción,Residencial,2012-03-22
CL-00900,Daniel Matías Tobar Henríquez,Av. Esmeralda 851 Of. 893,Concepción,Residencial,2015-09-17
CL-00901,Juan Lagos Morales,Manuel Rodríguez 828,Concepción,Residencial,2024-01-20
CL-00902,Pía Ana Cofré Pinilla,Christian Montecinos 969 Of. 1296,Concepción,Residencial,2018-10-25
CL-00903,Pamela Silvia Torres Farías,Mariana Cortez 7724 Dpto. 501,Concepción,Residencial,2022-10-02
CL-00904,Jessica Francisca Gajardo Alegría,Pasaje Emiliano Calderón 428 Dpto. 91,Hualpén,Residencial,2017-07-19
CL-00905,Rosa Contreras Peña,Calle Lautaro 49 Dpto. 88,Talcahuano,Residencial,2016-10-26
CL-00906,Sergio Elías Valdés Ruz,Calle Alfonso González 9001,San Pedro de la Paz,Residencial,2021-09-23
CL-00907,Alfredo Exequiel Poblete Villalobos,Los Digitales 900 Of. 8982,Chiguayante,Residencial,2016-12-23
CL-00908,Jorge Villegas,Juan Gómez 114,Talcahuano,Residencial,2017-06-04
CL-00909,Alfredo Claudio Méndez Contreras,Sebastián Cortés 1198,Concepción,Industrial,2014-11-28
CL-00910,Maximiliano Cristian Navarro Quintana,Calle Las Araucarias 38 Dpto. 654,Talcahuano,Residencial,2017-11-14
CL-00911,Rossana Constanza Quezada Aravena,Calle Lautaro 6620,Hualpén,Residencial,2015-05-14
CL-00912,Julio Víctor Guerrero Hidalgo,Los Copihues 671 Dpto. 7506,Concepción,Residencial,2017-10-03
CL-00913,María Sepúlveda,Calle Picarte 24,Hualpén,Residencial,2012-02-23
CL-00914,Georgina Rocío Santana Gómez,Camino María Saavedra 5699,Talcahuano,Residencial,2017-02-15
CL-00915,Florencia Patricia Catalán Arias,Calle Arturo Prat 73 Piso 8,Talcahuano,Residencial,2013-07-21
CL-00916,Rosario Torres Aguilera,Luis Palma 396 Piso 19,Talcahuano,Comercial,2017-05-04
CL-00917,María Gómez,Patricio Sáez 29,Concepción,Residencial,2024-07-04
CL-00918,Juan Vicente Ramos Álvarez,Abner Villalobos 691 Dpto. 3859,San Pedro de la Paz,Residencial,2017-05-24
CL-00919,Pedro Pino Bustos,Silvia Vera 132,Chiguayante,Residencial,2019-05-19
CL-00920,Ana Barraza Troncoso,Calle Gustavo Zenteno 989,Concepción,Residencial,2015-09-21
CL-00921,Raquel Mía De La Fuente Fernández,Alonso de Ercilla 9,San Pedro de la Paz,Residencial,2024-02-15
CL-00922,Sara Nury Rivera López,Paola Morales 9755,Talcahuano,Residencial,2012-05-11
CL-00923,Tamara Nicole Torres Cornejo,Calle Manuel Rodríguez 82 Piso 6,San Pedro de la Paz,Residencial,2016-07-18
CL-00924,María Rosa Méndez-Contreras Bastías,Calle Ramón Picarte 3996,Chiguayante,Residencial,2020-06-05
CL-00925,Pamela Núñez-Toro,Calle Los Higos 975 Of. 1176,Talcahuano,Residencial,2018-09-16
CL-00926,Javiera Sandra Arenas Tapia,Calle David Zapata 705 Of. 320,Concepción,Comercial,2014-04-06
CL-00927,María Renata Jara Valencia,Las Malvas 2900 Of. 6635,Concepción,Residencial,2021-08-29
CL-00928,Patricia Isidora Núñez Catalán,Los Abedules 3247,Talcahuano,Comercial,2020-02-29
CL-00929,Fabiola Jiménez Méndez,Marco Matus 14,Hualpén,Residencial,2013-10-15
CL-00930,Isidora Denisse Zúñiga Andrade,Calle Ramón Picarte 2473,Concepción,Comercial,2020-02-13
CL-00931,Flor Elizabeth Alvarado Castillo,Antonio Varas 68,Concepción,Residencial,2017-02-08
CL-00932,Damaris Rivera Badilla,Los Piñones 2580,Chiguayante,Residencial,2015-04-24
CL-00933,Artemio Maximiliano Garcés Donoso,Paola González 6711,San Pedro de la Paz,Industrial,2017-12-23
CL-00934,Leonel Leal Mendoza,Arturo Alessandri Palma 83,Talcahuano,Residencial,2023-04-06
CL-00935,Eduardo Oscar Reyes Peña,Claudia Muñoz 669,Concepción,Comercial,2023-07-29
CL-00936,Marcela Ana Barra Carreño,Psje. Manuel Rodríguez 91,Concepción,Residencial,2014-01-24
CL-00937,María Nancy Cárdenas Flores,Rafael Aguirre 8298 Piso 9,Concepción,Residencial,2022-10-11
CL-00938,Sara Carrillo Morales,Esmeralda 2716 Of. 882,San Pedro de la Paz,Residencial,2022-11-25
CL-00939,Daisy Concha,Juan Bórquez 11 Piso 5,Concepción,Residencial,2018-12-24
CL-00940,Vicente Valdebenito Maldonado,Lautaro 363,Hualpén,Residencial,2020-12-28
CL-00941,Alonso Aguilar,Los Robles 9574,Concepción,Residencial,2014-11-27
CL-00942,José Joaquín Correa Herrera,Los Alerces 5806,Talcahuano,Residencial,2013-07-06
CL-00943,Yessenia Verónica Ramírez Vásquez,Avda. Los Aromos 534 Of. 9833,Hualpén,Residencial,2015-01-17
CL-00944,Luis Jorge Sánchez González,Calle Ramona Maureira 5 Piso 2,Chiguayante,Residencial,2014-07-07
CL-00945,Javiera Antonia Cortés Morales,Arturo Prat 14 Piso 65,Concepción,Residencial,2018-09-17
CL-00946,Francisca María Cabrera Jara,Calle Manuel Antonio Matta 1209 Of. 255,Concepción,Residencial,2022-04-10
CL-00947,Fernando Jonathan Rodríguez Rojas,Avda. Las Maravillas 2 Dpto. 911,Concepción,Residencial,2015-05-17
CL-00948,Cristóbal Guillermo Ayala Cruz,Avenida Santa Rosa 1476 Of. 1226,San Pedro de la Paz,Residencial,2017-11-25
CL-00949,Tania Josefina Cifuentes Palma,Lautaro 31,San Pedro de la Paz,Residencial,2013-04-21
CL-00950,Gladys López Huerta,Avenida Barros Arana 69,Hualpén,Residencial,2013-02-01
CL-00951,Jessica Berta Ahumada Cáceres,Calle Gabriela Mistral 20,Hualpén,Residencial,2016-03-04
CL-00952,Facundo Andrés Bugueño Sandoval,Calle Barros Arana 5 Piso 19,Hualpén,Comercial,2014-12-28
CL-00953,Amalia Cordero Aguilera,Calle Las Malvas 373 Piso 9,Concepción,Residencial,2023-10-06
CL-00954,Diego Fernando Hernández Fuentealba,Elsa Ríos 11 Dpto. 164,San Pedro de la Paz,Residencial,2019-12-11
CL-00955,Ana Catherine Berríos García,Rosa Vásquez 1036,Talcahuano,Residencial,2016-02-16
CL-00956,Nancy Ortiz Zúñiga,Calle José Manuel Balmaceda 6 Of. 9926,Talcahuano,Residencial,2016-04-09
CL-00957,Jenniffer Mónica Jara Román,Caupolicán 2056,Talcahuano,Residencial,2017-12-16
CL-00958,Paulina Fuenzalida Navarrete,Calle Los Aromos 10,Concepción,Residencial,2023-05-19
CL-00959,Juan Letelier Venegas,Laura Vivanco 20 Of. 8671,Concepción,Residencial,2019-09-23
CL-00960,Gabriela Sáez Maturana,Los Girasoles 5233,Chiguayante,Residencial,2011-12-11
CL-00961,Juan Rodríguez,Maritza De La Fuente 10 Piso 77,Concepción,Industrial,2013-12-23
CL-00962,Marta Medina Villalobos,Manuel Rodríguez 8501,Hualpén,Comercial,2018-07-11
CL-00963,Benjamin Órdenes,José Miguel Carrera 2624,Concepción,Residencial,2022-11-12
CL-00964,Claudia Camila Carvajal Sandoval,Cristian Acevedo 492 Dpto. 45,Talcahuano,Residencial,2011-10-01
CL-00965,Julieta Elizabeth Donoso Bugueño,Calle Caupolicán 60,Concepción,Residencial,2015-06-05
CL-00966,Patricio Agurto,Avenida Los Copihues 568,Talcahuano,Residencial,2016-09-14
CL-00967,José Modesto Orellana Silva,Calle Los Alerces 3673,Chiguayante,Residencial,2012-05-26
CL-00968,David José Retamal Faúndez,Av. Los Pinos 8,Concepción,Residencial,2025-06-29
CL-00969,Walter Reyes,Olga Quiñones 292 Dpto. 599,Hualpén,Residencial,2014-07-09
CL-00970,Elizabeth Andrea Molina Navarrete,Calle Los Alerces 320 Piso 95,Talcahuano,Residencial,2020-09-27
CL-00971,Catalina Andrea Baez Riffo,Calle Manuel Rodríguez 820,Hualpén,Residencial,2020-03-24
CL-00972,Álvaro López-Díaz,Av. Colo Colo 18,San Pedro de la Paz,Comercial,2016-04-08
CL-00973,Alejandro Guzmán Cavieres,Calle Helen Soto 22,Chiguayante,Comercial,2019-12-08
CL-00974,Pablo Aguilera Zamora,Segundo Maldonado 60 Of. 216,Concepción,Residencial,2016-07-24
CL-00975,Patricia Karen Paredes Peña,Calle Martina Ramos 85 Of. 2729,Concepción,Residencial,2024-07-27
CL-00976,Tomás Ignacio Arce Reyes,Avda. Lautaro 97,Concepción,Comercial,2023-06-01
CL-00977,Sonia Emilia Videla Mora,Calle Los Carrera 397,Hualpén,Residencial,2016-01-19
CL-00978,Alicia Inés Morales Canales,Los Copihues 3018 Dpto. 72,Concepción,Residencial,2019-01-25
CL-00979,Amelia Cáceres-Pérez Echeverría,Manuel Álvarez 1322,Talcahuano,Residencial,2022-11-19
CL-00980,René Danny Pérez Ulloa,Calle Michimalonco 228 Dpto. 65,Hualpén,Residencial,2018-11-23
CL-00981,María Isabel Cofré Pizarro,Calle Las Rosas 5,Talcahuano,Residencial,2014-09-16
CL-00982,Marcia Florencia Castañeda Roa,Av. Rosa Guzmán 421,Chiguayante,Comercial,2015-06-15
CL-00983,Martin Alberto Gálvez Poblete,Calle Loreto López 5506 Piso 3,Concepción,Comercial,2024-04-20
CL-00984,Carlos José Cavieres Meneses,Caupolicán 877,Concepción,Residencial,2013-06-30
CL-00985,María Ximena Rubilar Vásquez,Pedro Montt 232 Of. 2022,Chiguayante,Residencial,2017-08-18
CL-00986,Thomas José Contreras Torres,Calle Las Hortensias 4298 Dpto. 204,Talcahuano,Industrial,2014-02-10
CL-00987,Natalia Bernarda Vargas Cruz,Colo Colo 731 Piso 0,Hualpén,Residencial,2023-11-19
CL-00988,Pascal Jara Pérez,Pedro Aguirre Cerda 7 Piso 7,Talcahuano,Comercial,2020-03-06
CL-00989,Carlos Medina,Avda. Aracely Pérez 665 Dpto. 5149,Concepción,Residencial,2012-10-22
CL-00990,Constanza Guzmán Villarroel,Manuel Antonio Matta 493 Of. 1657,Chiguayante,Residencial,2013-10-01
CL-00991,Diego Cuevas Mardones,Los Encinos 7262,Chiguayante,Residencial,2018-05-02
CL-00992,Daniel Matías Valdivia Leal,Calle Caupolicán 9625,Hualpén,Residencial,2024-11-08
CL-00993,Roxana Bárbara Morales Carmona,Avenida Los Helechos 980 Of. 2793,Concepción,Residencial,2019-12-11
CL-00994,Ricardo Ávila,Pasaje Las Manzanillas 5996,Hualpén,Residencial,2023-02-23
CL-00995,María Montoya Villarroel,Calle Sylvia Matus 84,Talcahuano,Residencial,2011-11-29
CL-00996,Susan Adela Núñez Vargas,Caupolicán 433,Concepción,Residencial,2012-10-03
CL-00997,Sergio Caro Mella,Psje. María Alfaro 7587 Dpto. 8554,San Pedro de la Paz,Residencial,2018-01-13
CL-00998,Catalina Núñez Gajardo,Lautaro 445 Piso 63,Concepción,Comercial,2024-07-10
CL-00999,Fabián Damián González Soto,Calle Las Mandarinas 286 Piso 33,San Pedro de la Paz,Industrial,2014-01-06
CL-01000,Francisco Matías Ramírez González,Calle Héctor Alvarado 69,Talcahuano,Residencial,2013-03-17
CL-01001,Lucas Zambrano,Juan Jara 39 Piso 75,Concepción,Residencial,2021-02-13
CL-01002,Vanessa Silva Almonacid,Los Abedules 5307 Dpto. 335,Talcahuano,Residencial,2019-10-21
CL-01003,Heriberto Mora Galdames,Pasaje José de San Martín 5 Of. 489,San Pedro de la Paz,Residencial,2024-02-19
CL-01004,Valentina Cáceres Chacón,O'Higgins 44,Chiguayante,Comercial,2016-11-22
CL-01005,Margarita Gallardo,Las Lilas 273,Chiguayante,Residencial,2014-06-24
CL-01006,Verónica Martínez Díaz,Calle Caupolicán 3852,Hualpén,Residencial,2023-07-23
CL-01007,Martina María Ovalle Vargas,Calle Pedro Aguirre Cerda 3845,Hualpén,Residencial,2023-03-21
